Grade,Math,English,Korean
1,67.06581043130028,73.51105209087642,61.43489188893996
1,82.82806629803318,79.4292454429926,80.66809212806274
1,68.46983374039625,84.06147131815366,83.46247822467659
1,61.24753612204103,69.69380889369279,80.22888863533883
1,72.39573686437741,74.88854235688304,72.85806848770241
1,76.45386028345717,70.95674662340973,85.5958483220146
1,64.01064755123593,78.50178668675439,83.92487754059788
1,73.34627309723511,75.15809267032392,72.82100276633439
1,70.07799849691533,72.77152239496826,86.32117523936958
1,62.06363042834687,78.41475192380233,96.3290934819761
1,74.49018374748577,71.24398601786032,94.53947409467489
1,67.56351855889962,82.21284516893675,74.98464050062344
1,75.67114188390518,79.82898870962694,77.66949555790488
1,66.18042455819702,72.83581393730847,59.7732748878821
1,65.95952726884666,77.17076092457349,85.83959370112424
1,73.34559762121798,78.4179910602377,95.44500593027907
1,65.85870851409913,78.93824969644835,76.33026698348853
1,65.58915622096004,80.71689130328261,81.73678078671398
1,76.82087689850195,74.28985846444644,65.37960473358122
1,61.867094253488155,70.18868813165967,73.18958879244634
1,59.288196175197164,75.16120430075918,77.90893891240538
1,71.6668302314378,76.8130921935656,81.9859275620288
1,74.302851335534,80.03940092284392,85.51094381113893
1,68.64227803665695,69.95893321595729,87.16404582733244
1,68.87656091550366,74.0810935207439,83.31252264030951
1,69.5608618878587,75.58252071049498,91.72872888290227
1,61.35458284721506,68.33068764929895,84.42370052218075
1,55.67092436543446,73.28502755724399,79.27003600773703
1,71.40241161200605,73.17331636240822,96.19009056320502
1,82.85175809096505,72.88360502121297,96.71485149582526
1,72.47266838738126,81.58034559170264,75.54337117571012
1,73.17734792833011,73.977897849707,94.37583344248729
1,65.32042700283252,80.15535797735548,81.90844767502752
1,66.5506309299433,83.7062172111292,76.90433778288504
1,77.79368248178511,72.95417329742007,94.87946593870933
1,72.57976893387239,70.9324177190425,63.16639986132587
1,71.6675949491927,69.65611587285525,85.1308545686047
1,65.89702504962008,82.86958927843293,79.54430516620604
1,65.11882213422044,76.80032642466948,94.93630568794951
1,66.59623831213406,76.21944481774196,93.86687036439403
1,64.98319526388643,69.62543185600657,83.40071666763605
1,76.24076193588068,73.05125504894934,91.44253580976313
1,82.37250976137337,75.92694321076674,60.56092786048289
1,65.15418358541362,77.8414017273407,92.42028901893225
1,69.69731730460911,74.12322281606062,87.38417508702334
1,77.30605626831236,77.53134791521641,78.09944614632983
1,77.26601757806121,70.34729188357666,93.66525667225473
1,70.54646242354417,73.15041301633461,84.13905701672772
2,70.10303691338204,87.1080922395305,93.72525695867857
2,64.41479814968619,75.18962871971871,89.55287270757196
2,67.26140280130384,75.64989326717928,92.4998543553916
2,78.39135889810656,76.63358348489922,81.28463547789036
2,59.44641846098524,77.01330015580395,75.80163987748003
2,60.480694362361625,68.78183030719165,74.20773527561911
2,73.69975149290484,77.57940368596981,78.72564518056055
2,67.57781095660606,75.26852647060477,87.55033456530158
2,74.97815796913947,73.08494164330163,86.9161738474126
2,66.52032443809185,67.26064903790997,68.32026221769064
2,65.60951542541318,75.80734010059926,81.89935288607984
2,73.4571575415893,74.38008214714287,73.74080911285932
2,70.4531287804455,78.17094159389883,70.25803370302043
2,63.208479725453444,74.9794280026598,100.5198942021364
2,55.16410584347692,76.5375506978007,88.01241162399327
2,57.96827339463319,80.86654612158068,74.9086174044249
2,68.16455242296114,76.986279910158,75.3152834766866
2,67.29289656340484,76.52736473756646,90.71697303726862
2,78.33512328910079,73.10242623416681,88.3245671740022
2,74.4863599228551,71.65518299720888,73.24265406341163
2,85.16593034350359,77.66139255076459,64.26512627246511
2,71.6778756967535,73.8660120137214,83.32667785484306
2,74.60204317914545,78.64096895032667,76.47439124153908
2,69.1582247834087,80.89373184773282,91.18059837741845
2,63.36970817526783,77.70409983402804,83.13339065802279
2,62.73119470260485,75.78893045380089,78.43420819265071
2,63.662949782293595,84.58782920231295,74.73625316680378
2,69.00505618078378,80.15462699155206,88.65967692704908
2,64.57959777680195,78.67181635185479,79.69646066073753
2,66.59592751916294,76.0904857401369,84.07758277845465
2,62.39477473833441,81.60673729113836,78.42521029572337
2,71.55919480734703,79.2373761988573,71.07779887610565
2,62.0280608747525,70.51645851126423,86.74936959818392
2,69.40225688032886,80.72200718525467,70.6420626408091
2,77.1616585797577,70.30657501364261,72.12023358497596
2,58.74330968998848,70.32987379944423,86.50078574962305
2,75.9377066941196,71.37749384243182,83.42462101498464
2,76.52660929949656,71.66650470902813,84.12103366423244
2,74.88450759296364,84.22050072665073,82.32127667263693
2,64.9412988975843,74.91447136065385,66.15716259154829
2,77.55276805725899,69.67735449330851,70.7331674066976
2,67.78143274683794,82.86357520343267,95.21474561350199
2,76.17861477236103,67.10740282357062,88.15755087479357
2,80.4582806348723,72.23308329291541,72.49864538553713
2,80.407622712028,75.90330498000111,70.90840465746453
2,71.07426020765489,72.78132991067581,81.45488264738778
2,68.48714097040387,78.84464463891435,81.38671728643985
2,69.23065960582831,75.85281704584295,93.29114141783704
2,73.49980327012673,78.62318173486669,72.2486094975105
2,72.01914824526234,76.53077700131476,74.36871048406238
2,77.38017302935359,78.87317131638272,75.91058990518833
2,70.07441130524123,78.86462880808917,79.74633061947226
2,66.31643721464516,75.38779103659793,77.72209179054967
2,67.38493689284277,82.13165922435958,91.49355903385162
2,79.42815703053118,74.2105845165434,59.677818088715995
2,59.48063533805187,75.70831419779095,72.05424255911304
2,77.08274910939491,68.90874088897868,66.83704031665552
2,71.08077158171582,69.42683521367732,69.24122992372875
2,64.1450836739061,74.14963185841344,88.97704646037928
2,71.78140344374717,75.92910157549464,60.18090124452397
2,69.4230017655635,71.16975557213205,84.34116094075276
2,68.69572482177922,71.76043713652577,77.56801179682537
2,74.64022773793572,77.34259471453194,83.38603007508367
2,67.06096523130591,73.44960234476078,67.37564978882045
2,74.96662781676598,73.07881230861175,75.67883562953907
2,80.66542630108594,81.18577779828706,70.39134132545153
2,68.08583865323342,75.23182081653584,67.77676292501812
2,71.03998345998313,77.73558388016428,68.82044122405381
2,56.72287337042673,72.8848974375338,93.9579318017451
2,62.1476774152376,71.48473839318183,85.62489383674506
2,66.34163450303438,70.2604689126858,83.32774631850153
2,72.76169341403009,76.59308321577029,82.39783285441673
2,67.28549090874301,73.45112717798362,56.62860383951636
2,74.8474439813455,79.14821896772568,94.86970014197004
2,70.05231694097098,77.30173438620929,79.43695594710776
2,66.34136395238983,68.97069148037552,79.94695725426607
2,61.18238784618157,76.31660420591194,75.17274611889972
2,72.06714791590683,71.92165013204863,77.81580992780943
2,76.04513548474642,83.78594436648476,94.25081279803106
2,68.53447106435804,74.84924222361661,87.56676182541398
2,70.96404067994351,75.21488471450004,88.73290037340712
2,74.44924366617008,69.42207716832885,80.44997683015866
2,65.62842019475967,72.8091324514256,92.85000920941405
2,63.28781331595823,74.22575204971365,72.2016883264795
2,68.6659255444972,70.38587709239921,82.43551034089182
2,68.06987729613667,71.03813550285157,64.11832323046855
2,71.03098572452696,69.6867065592403,75.48939961164696
2,64.93765760253163,83.88290538769067,89.3528208969102
2,80.1429597451269,72.28853659840236,77.12235743071624
2,69.48648702566328,72.78461076027988,88.65683341899022
2,72.19353302480617,77.70920181867744,73.38207968038178
2,77.58223002198895,74.47656144775547,97.81255309920698
2,61.5526363799963,76.56000912215352,72.01598463271718
2,63.00197000626534,75.58078338602058,81.49269590443843
2,63.483332955793166,71.91013739616591,77.66541871235417
2,59.711159369938095,71.98627302186252,80.2903308330392
2,74.14517290642176,75.95140023083442,80.2301276905285
2,69.05036637074085,74.9933403718113,65.95218608969024
2,64.84782899492481,69.45468942958352,88.16899691613304
2,70.78666456012574,76.71332736687741,69.24074828985881
3,71.55492830262357,75.03725017076447,76.19384447702207
3,76.02366556981156,75.58317075401875,97.32958101859944
3,74.55090956265465,71.36913792770258,97.31138673008414
3,64.20580842773988,70.93913374837224,79.91377185678398
3,65.56799217520583,76.94736512985729,74.28861816659546
3,74.3131745867748,77.81894214379898,85.51312626693206
3,68.13020889155949,84.54015046870737,74.71102304704522
3,82.0790049818507,73.08300983295862,65.29292086692342
3,79.75074152260511,78.98177802607904,68.44229741059897
3,60.6693324164341,75.1573789593385,76.56150171016411
3,73.94066084057444,85.87517020460874,59.308965552307605
3,66.06563024087963,76.46987394559906,88.27389632170177
3,73.06158933000839,74.92949516444521,70.9561070611891
3,68.02849634635062,71.22683217014092,80.37686070598234
3,74.33422171037924,79.56209390305249,72.93442140249505
3,72.26296735014617,76.34322062709394,76.13053978760992
3,63.892523893667814,71.66192675036302,93.10446498679134
3,72.99427696792799,66.80881488000828,92.59750659961772
3,67.90046840649944,79.18658431935218,75.74400721766217
3,76.4111466725283,74.80611389665188,85.37947091373695
3,67.06220892470098,72.05037008131077,78.46213138834882
3,70.94926152666007,80.48612522127412,92.84765221941089
3,68.1548070085922,74.27484992399316,83.22889087936777
3,65.64642965900006,69.6300095534379,86.57087733480779
3,68.90759271120368,73.16658769441047,67.27472860849333
3,70.39110776044615,75.97639852266232,67.808102357191
3,75.8967454030022,80.01064458116724,82.42905955330235
3,67.37563356987053,74.48295840483375,72.01541323009947
3,71.39524566067412,74.19095784134007,61.6893217157471
3,69.94411888298387,77.90355806426517,74.69853319050571
3,63.43169743774165,75.25515467532398,86.52551160555105
3,60.43144563660588,74.84844063545151,76.86248953177522
3,67.23451620918689,71.0088378119585,81.68050299684047
3,79.24974635965461,76.82671918816762,66.64364551433279
3,66.77780477813604,74.2323072922199,72.91042080743752
3,77.89588558604547,77.07743420964677,80.92477544651143
3,70.99175292243264,71.10692823860889,62.081980090723924
3,70.77989595702627,80.42827946787466,65.83120911039622
3,72.32259477256919,75.72299686970744,84.45797882682207
3,73.08489336686648,73.82835355753201,72.01998545781139
3,71.18281036109425,75.04392725174837,87.36894502915214
3,72.60853089508379,76.1197739658697,101.2920143016265
3,67.20228121308051,77.63890465206529,87.24018649837359
3,78.08151410604658,71.64185098043247,82.0437638539568
3,73.66777939201829,75.10243718849642,76.06371751236506
3,72.85509995614106,70.94227618865082,82.4299663343605
3,70.87578393801881,76.57221161907583,67.77525244596363
3,73.0197486254581,72.82926003847852,76.71232243772936
3,79.45016556906148,71.94492273708852,83.23837852245366
3,61.23560150188376,70.89215783839312,88.51226648640677
3,64.02787277477677,73.2857728351774,96.01115130577543
3,74.7753712926742,77.6891972114162,73.94123129435071
3,72.77146557969921,71.94193149870367,61.36136108828813
3,67.35229656814988,76.37631229109982,91.22359818464568
3,78.7557456563462,80.54154762047749,63.19514174997459
3,61.86656454607314,72.50145151428411,68.0976355331795
3,69.55418255915828,75.58702925290991,88.97471601328941
3,62.64916496990506,74.82532604155963,98.51176270792976
3,64.7232016092822,72.10274888113808,64.69876274995866
3,67.91543162824996,70.87543397061695,82.1678634766053
3,61.50710216331542,69.77650746424425,74.45405008489469
3,74.64546466016502,75.23985235888227,85.47934979115125
3,73.21017935844587,71.39203021247803,73.79249821752448
3,74.99735825406073,79.09532510763893,84.43422487852807
3,65.37445756942938,72.11354292758328,93.59060410189211
3,72.99599414871312,73.5930776108964,77.66641394198045
3,71.1349702563792,73.04417960410125,83.25013274018072
3,63.25547214940567,75.03276978400433,97.78672844913949
3,70.67405960073239,69.40008919678858,73.70326710491985
3,67.75968722602421,72.94207400046025,63.015591515019466
3,63.9068266397651,78.62350139444357,89.1969800070434
3,69.97950189258277,72.050190746438,84.41506615573218
3,69.18897460905549,75.44037997427819,108.73813102394188
3,66.29663870092455,72.47551822983608,80.21985471370836
3,66.59985444766419,77.00553096783602,70.0836366885884
3,75.79708805811137,73.21539682931359,86.15814030231553
3,81.88140131765627,77.81315072894164,88.74597369973792
3,60.8635566292989,68.7154055294822,78.61181959032382
3,64.78229778889272,72.8410250871728,75.96845919535993
3,79.42257805617034,73.38223731898677,80.70360561899979
3,57.35184801249992,66.3074215394206,86.65722411008916
3,74.1775869361175,69.15458246017621,80.22496657077315
3,78.73324467483639,73.24906543376436,70.25072050375658
3,74.29173945008667,67.5316005653006,88.61011214430641
3,65.45397371877382,75.03884624710639,81.78642092859258
3,59.882902923297934,75.23562927164312,71.18547772139667
3,64.84389483136422,72.71679596615917,89.56454065414192
3,69.97904792570755,79.30427594347493,93.55364298194999
3,73.60944698938596,78.99720686202103,80.9264709483618
3,71.78597154368111,81.9225411637006,94.07324653862231
3,70.10017615359618,78.07410217566981,79.28048843143073
3,73.72140254787551,78.04586501277882,57.096119145754955
3,71.7315615324605,79.38440867779592,93.07562806768983
3,67.51098438481463,76.94455964014307,77.17131128864276
3,74.11909666581296,72.17209709124299,83.1899512045827
3,63.3959014392466,73.81409846199789,71.24463865720996
3,59.45940488676617,72.38228535536385,76.0222663300791
3,68.57993735413991,72.86558259227674,79.48707833071906
3,66.07650349712864,69.79531246786327,66.17775712954766
3,74.57825778549302,71.6952728425631,82.58910045511365
